test_id,node,test_category,test_description,test,result,failure_reason
237,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.2,FAIL,100% packet loss
238,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.3,FAIL,100% packet loss
239,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.4,FAIL,100% packet loss
240,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.11,FAIL,100% packet loss
241,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.12,FAIL,100% packet loss
242,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.13,FAIL,100% packet loss
243,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.1,FAIL,100% packet loss
244,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.2,FAIL,100% packet loss
245,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.3,FAIL,100% packet loss
246,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.4,FAIL,100% packet loss
247,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.11,FAIL,100% packet loss
248,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.12,FAIL,100% packet loss
249,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.13,FAIL,100% packet loss
250,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.1,FAIL,100% packet loss
251,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.2,FAIL,100% packet loss
252,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.3,FAIL,100% packet loss
253,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.4,FAIL,100% packet loss
254,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.11,FAIL,100% packet loss
255,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.12,FAIL,100% packet loss
256,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.13,FAIL,100% packet loss
257,leaf4-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf4-DC1 - 192.168.101.4 Destination: 192.168.101.1,FAIL,100% packet loss
258,leaf4-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf4-DC1 - 192.168.101.4 Destination: 192.168.101.2,FAIL,100% packet loss
259,leaf4-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf4-DC1 - 192.168.101.4 Destination: 192.168.101.3,FAIL,100% packet loss
260,leaf4-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf4-DC1 - 192.168.101.4 Destination: 192.168.101.4,FAIL,100% packet loss
261,leaf4-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf4-DC1 - 192.168.101.4 Destination: 192.168.101.11,FAIL,100% packet loss
262,leaf4-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf4-DC1 - 192.168.101.4 Destination: 192.168.101.12,FAIL,100% packet loss
263,leaf4-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf4-DC1 - 192.168.101.4 Destination: 192.168.101.13,FAIL,100% packet loss
